DATE,CLOSE
2022-04-01,251.4
2022-04-04,252.9
2022-04-05,243.5
2022-04-06,239.7
2022-04-07,245.0
2022-04-08,241.07
2022-04-11,234.55
2022-04-12,236.3
2022-04-13,234.87
2022-04-14,222.11
2022-04-15,224.0
2022-04-18,216.99
2022-04-19,220.72
2022-04-20,218.92
2022-04-21,210.29
2022-04-22,208.0
2022-04-25,206.35
2022-04-26,225.85
2022-04-27,237.15
2022-04-28,237.53
2022-04-29,240.4
2022-05-04,234.16
2022-05-05,238.6
2022-05-06,240.1
2022-05-11,241.99
2022-05-12,230.56
2022-05-13,235.52
2022-05-16,244.2
2022-05-17,258.8
2022-05-18,264.84
2022-05-19,266.68
2022-05-20,263.0
2022-05-23,263.0
2022-05-24,265.8
2022-05-25,271.4
2022-05-26,295.89
2022-05-27,294.5
2022-05-30,300.8
2022-05-31,293.75
2022-06-01,297.69
2022-06-02,296.0
2022-06-03,297.0
2022-06-06,296.5
2022-06-07,297.99
2022-06-08,308.0
2022-06-09,306.5
2022-06-10,309.2
2022-06-14,317.69
2022-06-15,316.2
2022-06-16,316.99
2022-06-17,315.5
2022-06-20,311.98
2022-06-21,301.58
2022-06-22,295.8
2022-06-23,303.5
2022-06-24,296.0
2022-06-27,296.2
2022-06-28,297.2
2022-06-29,297.65
2022-06-30,207.0
2022-07-01,192.5
2022-07-04,186.25
2022-07-05,197.3
2022-07-06,195.42
2022-07-07,197.92
2022-07-08,198.0
2022-07-11,188.9
2022-07-12,191.4
2022-07-13,186.0
2022-07-14,184.55
2022-07-15,187.61
2022-07-18,186.7
2022-07-19,189.51
2022-07-20,193.3
2022-07-21,189.59
2022-07-22,192.25
2022-07-25,192.0
2022-07-26,193.95
2022-07-27,196.49
2022-07-28,196.25
2022-07-29,195.26
2022-08-01,192.0
2022-08-02,187.16
2022-08-03,187.04
2022-08-04,184.9
2022-08-05,176.58
2022-08-08,177.86
2022-08-09,181.04
2022-08-10,178.81
2022-08-11,174.1
2022-08-12,174.36
2022-08-15,174.8
2022-08-16,181.3
2022-08-17,176.5
2022-08-18,178.87
2022-08-19,177.6
2022-08-22,181.7
2022-08-23,184.3
2022-08-24,182.83
2022-08-25,181.9
2022-08-26,183.62
2022-08-29,190.0
2022-08-30,204.0
2022-08-31,254.9
2022-09-01,249.11
2022-09-02,252.8
2022-09-05,250.0
2022-09-06,246.0
2022-09-07,241.55
2022-09-08,243.95
2022-09-09,245.34
2022-09-12,243.3
2022-09-13,242.64
2022-09-14,243.32
2022-09-15,243.68
2022-09-16,243.8
2022-09-19,244.21
2022-09-20,221.15
2022-09-21,214.07
2022-09-22,231.45
2022-09-23,224.84
2022-09-26,206.0
2022-09-27,217.3
2022-09-28,217.38
2022-09-29,226.46
2022-09-30,217.7
2022-10-03,215.83
2022-10-04,210.72
2022-10-05,209.05
2022-10-06,212.86
2022-10-07,195.15
2022-10-10,163.89
2022-10-11,162.89
2022-10-12,161.8
2022-10-13,160.84
2022-10-14,159.6
2022-10-17,163.24
2022-10-18,160.2
2022-10-19,161.29
2022-10-20,160.75
2022-10-21,166.99
2022-10-24,165.47
2022-10-25,172.38
2022-10-26,171.98
2022-10-27,172.47
2022-10-28,170.73
2022-10-31,170.27
2022-11-01,169.92
2022-11-02,167.72
2022-11-03,169.14
2022-11-07,169.85
2022-11-08,169.97
2022-11-09,167.1
2022-11-10,168.9
2022-11-11,169.86
2022-11-14,169.6
2022-11-15,166.25
2022-11-16,168.76
2022-11-17,168.99
2022-11-18,168.79
2022-11-21,168.13
2022-11-22,168.08
2022-11-23,169.15
2022-11-24,168.96
2022-11-25,169.03
2022-11-28,168.1
2022-11-29,168.1
2022-11-30,167.7
2022-12-01,166.98
2022-12-02,165.86
2022-12-05,165.03
2022-12-06,164.3
2022-12-07,163.7
2022-12-08,163.0
2022-12-09,162.75
2022-12-12,162.89
2022-12-13,162.4
2022-12-14,160.74
2022-12-15,160.31
2022-12-16,160.24
2022-12-19,157.61
2022-12-20,158.94
2022-12-21,157.59
2022-12-22,157.95
2022-12-23,160.89
2022-12-26,162.12
2022-12-27,164.07
2022-12-28,161.82
2022-12-29,162.91
2022-12-30,162.56
2023-01-03,163.52
2023-01-04,162.51
2023-01-05,161.2
2023-01-06,162.1
2023-01-09,162.71
2023-01-10,162.1
2023-01-11,165.83
2023-01-12,164.17
2023-01-13,164.56
2023-01-16,165.8
2023-01-17,162.33
2023-01-18,162.18
2023-01-19,160.53
2023-01-20,158.85
2023-01-23,160.06
2023-01-24,157.88
2023-01-25,158.99
2023-01-26,157.58
2023-01-27,159.08
2023-01-30,158.41
2023-01-31,158.1
2023-02-01,158.12
2023-02-02,158.1
2023-02-03,160.87
2023-02-06,160.14
2023-02-07,159.87
2023-02-08,158.18
2023-02-09,159.19
2023-02-10,158.68
2023-02-13,158.01
2023-02-14,156.52
2023-02-15,153.09
2023-02-16,153.56
2023-02-17,153.62
2023-02-20,153.24
2023-02-21,154.97
2023-02-22,155.31
2023-02-24,154.22
2023-02-27,156.34
2023-02-28,157.66
2023-03-01,164.5
2023-03-02,160.9
2023-03-03,162.27
2023-03-06,163.35
2023-03-07,162.57
2023-03-09,161.21
2023-03-10,160.04
2023-03-13,159.03
2023-03-14,161.0
2023-03-15,159.68
2023-03-16,159.71
2023-03-17,163.29
2023-03-20,175.7
2023-03-21,170.55
2023-03-22,168.72
2023-03-23,168.84
2023-03-24,169.03
2023-03-27,172.33
2023-03-28,171.07
2023-03-29,170.95
2023-03-30,171.71
2023-03-31,169.83
2023-04-03,170.38
2023-04-04,172.55
2023-04-05,173.86
2023-04-06,171.6
2023-04-07,173.09
2023-04-10,174.54
2023-04-11,177.18
2023-04-12,178.75
2023-04-13,178.73
2023-04-14,179.5
2023-04-17,181.99
2023-04-18,184.39
2023-04-19,182.01
2023-04-20,181.74
2023-04-21,181.72
2023-04-24,181.56
2023-04-25,178.93
2023-04-26,178.38
2023-04-27,183.95
2023-04-28,181.13
2023-05-02,177.97
2023-05-03,172.87
2023-05-04,173.66
2023-05-05,172.09
2023-05-08,170.84
2023-05-10,175.53
2023-05-11,174.13
2023-05-12,173.95
2023-05-15,179.04
2023-05-16,177.05
2023-05-17,176.3
2023-05-18,175.26
2023-05-19,174.43
2023-05-22,172.47
2023-05-23,166.59
2023-05-24,162.96
2023-05-25,162.3
2023-05-26,164.48
2023-05-29,163.6
2023-05-30,161.9
2023-05-31,162.94
2023-06-01,161.55
2023-06-02,162.58
2023-06-05,162.47
2023-06-06,163.16
2023-06-07,164.65
2023-06-08,166.18
2023-06-09,165.58
2023-06-13,168.43
2023-06-14,167.88
2023-06-15,171.86
2023-06-16,169.87
2023-06-19,170.19
2023-06-20,169.64
2023-06-21,170.2
2023-06-22,168.41
2023-06-23,165.8
2023-06-26,166.91
2023-06-27,166.45
2023-06-28,168.05
2023-06-29,167.88
2023-06-30,166.86
2023-07-03,166.82
2023-07-04,165.5
2023-07-05,165.71
2023-07-06,166.36
2023-07-07,166.34
2023-07-10,167.59
2023-07-11,168.85
2023-07-12,170.3
2023-07-13,168.96
2023-07-14,169.7
2023-07-17,170.63
2023-07-18,174.89
2023-07-19,173.04
2023-07-20,169.92
2023-07-21,171.19
2023-07-24,171.98
2023-07-25,171.86
2023-07-26,171.35
2023-07-27,172.0
2023-07-28,171.44
2023-07-31,174.33
2023-08-01,173.21
2023-08-02,174.07
2023-08-03,177.1
2023-08-04,173.46
2023-08-07,172.52
2023-08-08,172.71
2023-08-09,174.51
2023-08-10,176.65
2023-08-11,176.35
2023-08-14,177.09
2023-08-15,176.16
2023-08-16,174.14
2023-08-17,174.14
2023-08-18,175.48
2023-08-21,176.36
2023-08-22,176.48
2023-08-23,173.65
2023-08-24,174.97
2023-08-25,174.7
2023-08-28,176.2
2023-08-29,178.69
2023-08-30,177.47
2023-08-31,177.99
2023-09-01,178.22
2023-09-04,181.11
2023-09-05,182.48
2023-09-06,180.96
2023-09-07,177.64
2023-09-08,175.95
2023-09-11,174.64
2023-09-12,177.62
2023-09-13,174.94
2023-09-14,173.52
2023-09-15,173.79
2023-09-18,172.8
2023-09-19,168.93
2023-09-20,169.11
2023-09-21,165.85
2023-09-22,166.7
2023-09-25,165.87
2023-09-26,165.36
2023-09-27,165.53
2023-09-28,169.58
2023-09-29,167.09
2023-10-02,166.08
2023-10-03,166.75
2023-10-04,165.4
2023-10-05,166.06
2023-10-06,166.59
2023-10-09,167.06
2023-10-10,168.03
2023-10-11,167.89
2023-10-12,169.5
2023-10-13,170.2
2023-10-16,172.55
2023-10-17,171.97
2023-10-18,170.18
2023-10-19,170.38
2023-10-20,171.39
2023-10-23,170.39
2023-10-24,170.19
2023-10-25,169.62
2023-10-26,168.45
2023-10-27,167.26
2023-10-30,167.16
2023-10-31,167.88
2023-11-01,170.08
2023-11-02,168.18
2023-11-03,169.19
2023-11-06,169.48
2023-11-07,168.53
2023-11-08,168.49
2023-11-09,168.16
2023-11-10,168.25
2023-11-13,167.85
2023-11-14,165.86
2023-11-15,166.46
2023-11-16,165.48
2023-11-17,165.31
2023-11-20,165.51
2023-11-21,165.15
2023-11-22,165.37
2023-11-23,164.11
2023-11-24,164.71
2023-11-27,162.79
2023-11-28,164.21
2023-11-29,163.17
2023-11-30,163.23
2023-12-01,162.61
2023-12-04,160.01
2023-12-05,160.46
2023-12-06,158.74
2023-12-07,163.38
2023-12-08,161.5
2023-12-11,164.87
2023-12-12,162.46
2023-12-13,163.92
2023-12-14,160.89
2023-12-15,164.2
2023-12-18,167.0
2023-12-19,165.48
2023-12-20,163.56
2023-12-21,161.57
2023-12-22,162.09
2023-12-25,161.09
2023-12-26,161.0
2023-12-27,159.86
2023-12-28,159.14
2023-12-29,159.52
2024-01-03,161.44
2024-01-04,161.25
2024-01-05,161.94
2024-01-08,163.05
2024-01-09,162.41
2024-01-10,162.87
2024-01-11,162.5
2024-01-12,163.37
2024-01-15,163.34
2024-01-16,163.22
2024-01-17,164.04
2024-01-18,166.52
2024-01-19,165.9
2024-01-22,166.06
2024-01-23,168.31
2024-01-24,166.36
2024-01-25,165.42
2024-01-26,163.99
2024-01-29,163.5
2024-01-30,163.22
2024-01-31,166.33
2024-02-01,165.25
2024-02-02,164.4
2024-02-05,164.87
2024-02-06,164.6
2024-02-07,165.498
2024-02-08,165.94748
2024-02-09,166.0228
2024-02-12,165.31598
2024-02-13,164.9139
2024-02-14,165.50761
2024-02-15,165.68356
2024-02-16,165.48778
2024-02-19,165.33444
2024-02-20,165.2883
2024-02-21,164.82979
2024-02-22,165.02757
2024-02-26,164.67014
2024-02-27,164.62282
2024-02-28,164.96574
2024-02-29,164.74011
2024-03-01,163.54861
2024-03-04,163.57011
2024-03-05,163.43285
2024-03-06,163.03905
2024-03-07,162.52092
2024-03-11,162.67703
2024-03-12,162.00409
2024-03-13,161.10873
2024-03-14,160.59442
2024-03-15,160.93855
2024-03-18,160.07144
2024-03-19,160.13289
2024-03-20,160.24458
2024-03-21,160.0782
